Time,elapsed,Source Address,code/status,bytes,Method,URL,Destnation Address,Content Type
2023/4/7 8:43:13,222,10.200.200.15,TCP_TUNNEL/200,32517,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:43:14,5568,10.200.200.15,TCP_TUNNEL/200,1652,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:43:19,15109,10.200.200.15,TCP_TUNNEL/200,337131,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:43:19,226264,10.200.200.15,TCP_TUNNEL/200,959847,CONNECT,news.google.com:443,HIER_DIRECT/172.217.26.46,-
2023/4/7 8:43:20,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:43:20,1199,10.200.200.15,TCP_TUNNEL/200,74688,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:43:22,226264,10.200.200.15,TCP_TUNNEL/200,959847,CONNECT,news.google.com:443,HIER_DIRECT/172.217.26.46,-
2023/4/7 8:43:22,6629,10.200.200.15,TCP_TUNNEL/200,79765,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:43:25,2587,10.200.200.15,TCP_TUNNEL/200,64449,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:43:32,9057,10.200.200.15,TCP_TUNNEL/200,1652,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:43:48,222,10.200.200.15,TCP_TUNNEL/200,32517,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:43:48,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:43:51,3382,10.200.200.15,TCP_TUNNEL/200,26010,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/183.79.217.124,-
2023/4/7 8:44:02,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:44:02,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:44:06,4146,10.200.200.15,TCP_TUNNEL/200,5813,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:44:29,4408,10.200.200.15,TCP_TUNNEL/200,5089,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:44:29,4146,10.200.200.15,TCP_TUNNEL/200,5813,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:44:32,4961,10.200.200.15,TCP_TUNNEL/200,64359,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/183.79.217.124,-
2023/4/7 8:44:52,6691,10.200.200.15,TCP_TUNNEL/200,3716,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:03,222,10.200.200.15,TCP_TUNNEL/200,32517,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:45:15,222,10.200.200.15,TCP_TUNNEL/200,32517,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:45:18,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:18,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:22,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:24,15109,10.200.200.15,TCP_TUNNEL/200,337131,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:24,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:28,222,10.200.200.15,TCP_TUNNEL/200,32517,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:45:33,4339,10.200.200.15,TCP_TUNNEL/200,4158,CONNECT,twitter.com:443,HIER_DIRECT/172.217.25.69,-
2023/4/7 8:45:33,1125,10.200.200.15,TCP_TUNNEL/200,74691,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:33,8382,10.200.200.15,TCP_TUNNEL/200,71564,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:33,1125,10.200.200.15,TCP_TUNNEL/200,74691,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:34,226264,10.200.200.15,TCP_TUNNEL/200,959847,CONNECT,news.google.com:443,HIER_DIRECT/172.217.26.46,-
2023/4/7 8:45:36,1125,10.200.200.15,TCP_TUNNEL/200,74691,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:40,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:40,6903,10.200.200.15,TCP_TUNNEL/200,19915,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/183.79.217.124,-
2023/4/7 8:45:47,6431,10.200.200.15,TCP_TUNNEL/200,865,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:45:49,15109,10.200.200.15,TCP_TUNNEL/200,337131,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:49,9296,10.200.200.15,TCP_TUNNEL/200,71125,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:45:49,1691,10.200.200.15,TCP_MISS/200,1254,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?,DIRECT/117.18.232.240,-
2023/4/7 8:45:58,4339,10.200.200.15,TCP_TUNNEL/200,4158,CONNECT,twitter.com:443,HIER_DIRECT/172.217.25.69,-
2023/4/7 8:45:58,9296,10.200.200.15,TCP_TUNNEL/200,71125,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:46:19,2189,10.200.200.15,TCP_TUNNEL/200,1652,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:46:19,2587,10.200.200.15,TCP_TUNNEL/200,64449,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:46:27,4961,10.200.200.15,TCP_TUNNEL/200,64359,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/183.79.217.124,-
2023/4/7 8:46:32,2850,10.200.200.15,TCP_TUNNEL/200,18294,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:46:32,222,10.200.200.15,TCP_TUNNEL/200,32517,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:46:50,3842,10.200.200.15,TCP_TUNNEL/200,74702,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:47:14,5204,10.200.200.15,TCP_TUNNEL/200,19132,CONNECT,weather.yahoo.co.jp:443,HIER_DIRECT/183.79.250.123,-
2023/4/7 8:47:20,526,10.200.200.15,TCP_TUNNEL/200,71478,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:47:34,2587,10.200.200.15,TCP_TUNNEL/200,64449,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:47:41,9057,10.200.200.15,TCP_TUNNEL/200,1652,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:47:41,9296,10.200.200.15,TCP_TUNNEL/200,71125,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:47:45,226264,10.200.200.15,TCP_TUNNEL/200,959847,CONNECT,news.google.com:443,HIER_DIRECT/172.217.26.46,-
2023/4/7 8:47:45,906,10.200.200.15,TCP_TUNNEL/200,25648,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:47:53,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:47:54,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:05,4408,10.200.200.15,TCP_TUNNEL/200,5089,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:05,2587,10.200.200.15,TCP_TUNNEL/200,64449,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:48:07,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:23,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:26,1199,10.200.200.15,TCP_TUNNEL/200,74688,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:26,6431,10.200.200.15,TCP_TUNNEL/200,865,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:48:28,6242,10.200.200.15,TCP_TUNNEL/200,73307,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:30,2587,10.200.200.15,TCP_TUNNEL/200,64449,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:48:30,3037,10.200.200.15,TCP_TUNNEL/200,59047,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:48:43,9057,10.200.200.15,TCP_TUNNEL/200,1652,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:43,4408,10.200.200.15,TCP_TUNNEL/200,5089,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:45,6629,10.200.200.15,TCP_TUNNEL/200,79765,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:50,6691,10.200.200.15,TCP_TUNNEL/200,3716,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:48:56,6903,10.200.200.15,TCP_TUNNEL/200,19915,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/183.79.217.124,-
2023/4/7 8:49:03,4961,10.200.200.15,TCP_TUNNEL/200,64359,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/183.79.217.124,-
2023/4/7 8:49:11,9057,10.200.200.15,TCP_TUNNEL/200,1652,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:11,2850,10.200.200.15,TCP_TUNNEL/200,18294,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:49:11,1125,10.200.200.15,TCP_TUNNEL/200,74691,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:11,4146,10.200.200.15,TCP_TUNNEL/200,5813,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:14,8382,10.200.200.15,TCP_TUNNEL/200,71564,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:14,6629,10.200.200.15,TCP_TUNNEL/200,79765,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:19,4408,10.200.200.15,TCP_TUNNEL/200,5089,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:32,906,10.200.200.15,TCP_TUNNEL/200,25648,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:49:38,6242,10.200.200.15,TCP_TUNNEL/200,73307,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:38,9296,10.200.200.15,TCP_TUNNEL/200,71125,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:42,8382,10.200.200.15,TCP_TUNNEL/200,71564,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:43,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:43,4587,10.200.200.15,TCP_TUNNEL/200,1476,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:43,4339,10.200.200.15,TCP_TUNNEL/200,4158,CONNECT,twitter.com:443,HIER_DIRECT/172.217.25.69,-
2023/4/7 8:49:43,4408,10.200.200.15,TCP_TUNNEL/200,5089,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:49:52,4961,10.200.200.15,TCP_TUNNEL/200,64359,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/183.79.217.124,-
2023/4/7 8:49:52,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:50:12,4146,10.200.200.15,TCP_TUNNEL/200,5813,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:50:12,7984,10.200.200.15,TCP_TUNNEL/200,14739,CONNECT,thanks.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:50:20,2850,10.200.200.15,TCP_TUNNEL/200,18294,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:50:33,4146,10.200.200.15,TCP_TUNNEL/200,5813,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:50:33,906,10.200.200.15,TCP_TUNNEL/200,25648,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:50:53,3842,10.200.200.15,TCP_TUNNEL/200,74702,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:51:00,6903,10.200.200.15,TCP_TUNNEL/200,19915,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/183.79.217.124,-
2023/4/7 8:51:03,6629,10.200.200.15,TCP_TUNNEL/200,79765,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:51:03,1199,10.200.200.15,TCP_TUNNEL/200,74688,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:51:12,2587,10.200.200.15,TCP_TUNNEL/200,64449,CONNECT,www.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:51:15,1199,10.200.200.15,TCP_TUNNEL/200,74688,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:51:15,2850,10.200.200.15,TCP_TUNNEL/200,18294,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:51:18,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:51:18,526,10.200.200.15,TCP_TUNNEL/200,71478,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:51:21,14387,10.200.200.15,TCP_TUNNEL/200,536857,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:51:21,5204,10.200.200.15,TCP_TUNNEL/200,19132,CONNECT,weather.yahoo.co.jp:443,HIER_DIRECT/183.79.250.123,-
2023/4/7 8:51:50,5568,10.200.200.15,TCP_TUNNEL/200,1652,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:51:54,1199,10.200.200.15,TCP_TUNNEL/200,74688,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
2023/4/7 8:52:16,222,10.200.200.15,TCP_TUNNEL/200,32517,CONNECT,news.yahoo.co.jp:443,HIER_DIRECT/182.22.25.252,-
2023/4/7 8:52:26,4408,10.200.200.15,TCP_TUNNEL/200,5089,CONNECT,www.google.co.jp:443,HIER_DIRECT/216.58.197.163,-
